Claim Year,Claim Month,Month,Diagnosis Rollup,Rollup Category,Claim Count
2013,6,01-06-2013,Lung Cancer (SCLC),Cancer,1
2013,6,01-06-2013,Normal pregnancy,Non-Cancer,20
2013,6,01-06-2013,Streptococcal sore throat (disorder),Non-Cancer,2
2013,6,01-06-2013,Unknown,Unknown,141
2013,6,01-06-2013,Viral sinusitis (disorder),Non-Cancer,5
2013,7,01-07-2013,Acute bronchitis (disorder),Non-Cancer,4
2013,7,01-07-2013,Acute viral pharyngitis (disorder),Non-Cancer,3
2013,7,01-07-2013,Alzheimer's disease (disorder),Non-Cancer,2
2013,7,01-07-2013,Anemia (disorder),Non-Cancer,1
2013,7,01-07-2013,Asthma,Non-Cancer,1
2013,7,01-07-2013,Breast Cancer,Cancer,4
2013,7,01-07-2013,Chronic congestive heart failure (disorder),Non-Cancer,18
2013,7,01-07-2013,Colon Cancer,Cancer,1
2013,7,01-07-2013,Cystitis,Non-Cancer,1
2013,7,01-07-2013,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2013,7,01-07-2013,Fracture subluxation of wrist,Non-Cancer,1
2013,7,01-07-2013,Hyperlipidemia,Non-Cancer,11
2013,7,01-07-2013,Lung Cancer (SCLC),Cancer,1
2013,7,01-07-2013,Normal pregnancy,Non-Cancer,12
2013,7,01-07-2013,Pneumonia,Non-Cancer,1
2013,7,01-07-2013,Streptococcal sore throat (disorder),Non-Cancer,1
2013,7,01-07-2013,Unknown,Unknown,139
2013,7,01-07-2013,Viral sinusitis (disorder),Non-Cancer,8
2013,8,01-08-2013,Acute bacterial sinusitis (disorder),Non-Cancer,1
2013,8,01-08-2013,Acute bronchitis (disorder),Non-Cancer,3
2013,8,01-08-2013,Acute viral pharyngitis (disorder),Non-Cancer,4
2013,8,01-08-2013,Alzheimer's disease (disorder),Non-Cancer,1
2013,8,01-08-2013,Breast Cancer,Cancer,4
2013,8,01-08-2013,Chronic congestive heart failure (disorder),Non-Cancer,3
2013,8,01-08-2013,Colon Cancer,Cancer,1
2013,8,01-08-2013,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2013,8,01-08-2013,Fracture of ankle,Non-Cancer,1
2013,8,01-08-2013,Hyperlipidemia,Non-Cancer,14
2013,8,01-08-2013,Lung Cancer,Cancer,2
2013,8,01-08-2013,Lung Cancer (NSCLC),Cancer,2
2013,8,01-08-2013,Lung Cancer (SCLC),Cancer,2
2013,8,01-08-2013,Normal pregnancy,Non-Cancer,14
2013,8,01-08-2013,Primary fibromyalgia syndrome,Non-Cancer,1
2013,8,01-08-2013,Sepsis (disorder),Non-Cancer,1
2013,8,01-08-2013,Unknown,Unknown,143
2013,8,01-08-2013,Viral sinusitis (disorder),Non-Cancer,11
2013,9,01-09-2013,Acute bronchitis (disorder),Non-Cancer,3
2013,9,01-09-2013,Acute viral pharyngitis (disorder),Non-Cancer,2
2013,9,01-09-2013,Anemia (disorder),Non-Cancer,1
2013,9,01-09-2013,Asthma,Non-Cancer,1
2013,9,01-09-2013,Breast Cancer,Cancer,3
2013,9,01-09-2013,Colon Cancer,Cancer,1
2013,9,01-09-2013,Drug overdose,Non-Cancer,2
2013,9,01-09-2013,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2013,9,01-09-2013,Fetus with chromosomal abnormality,Non-Cancer,1
2013,9,01-09-2013,Fetus with unknown complication,Non-Cancer,1
2013,9,01-09-2013,First degree burn,Non-Cancer,1
2013,9,01-09-2013,Hyperlipidemia,Non-Cancer,13
2013,9,01-09-2013,Lung Cancer (SCLC),Cancer,1
2013,9,01-09-2013,Normal pregnancy,Non-Cancer,15
2013,9,01-09-2013,Osteoarthritis of knee,Non-Cancer,1
2013,9,01-09-2013,Pneumonia,Non-Cancer,1
2013,9,01-09-2013,Sinusitis (disorder),Non-Cancer,1
2013,9,01-09-2013,Unknown,Unknown,129
2013,9,01-09-2013,Viral sinusitis (disorder),Non-Cancer,10
2013,10,01-10-2013,Acute bacterial sinusitis (disorder),Non-Cancer,1
2013,10,01-10-2013,Acute bronchitis (disorder),Non-Cancer,6
2013,10,01-10-2013,Alzheimer's disease (disorder),Non-Cancer,2
2013,10,01-10-2013,Anemia (disorder),Non-Cancer,3
2013,10,01-10-2013,Blighted ovum,Non-Cancer,1
2013,10,01-10-2013,Breast Cancer,Cancer,22
2013,10,01-10-2013,Chronic congestive heart failure (disorder),Non-Cancer,2
2013,10,01-10-2013,Drug overdose,Non-Cancer,1
2013,10,01-10-2013,Escherichia coli urinary tract infection,Non-Cancer,1
2013,10,01-10-2013,Fracture of rib,Non-Cancer,1
2013,10,01-10-2013,Hyperlipidemia,Non-Cancer,8
2013,10,01-10-2013,Lung Cancer (SCLC),Cancer,1
2013,10,01-10-2013,Normal pregnancy,Non-Cancer,19
2013,10,01-10-2013,Streptococcal sore throat (disorder),Non-Cancer,1
2013,10,01-10-2013,Unknown,Unknown,130
2013,10,01-10-2013,Viral sinusitis (disorder),Non-Cancer,7
2013,11,01-11-2013,Acute bacterial sinusitis (disorder),Non-Cancer,1
2013,11,01-11-2013,Acute bronchitis (disorder),Non-Cancer,5
2013,11,01-11-2013,Acute viral pharyngitis (disorder),Non-Cancer,2
2013,11,01-11-2013,Alzheimer's disease (disorder),Non-Cancer,1
2013,11,01-11-2013,Asthma,Non-Cancer,2
2013,11,01-11-2013,Breast Cancer,Cancer,11
2013,11,01-11-2013,Chronic congestive heart failure (disorder),Non-Cancer,3
2013,11,01-11-2013,Drug overdose,Non-Cancer,1
2013,11,01-11-2013,Fracture of clavicle,Non-Cancer,1
2013,11,01-11-2013,Fracture of forearm,Non-Cancer,1
2013,11,01-11-2013,Hyperlipidemia,Non-Cancer,20
2013,11,01-11-2013,Injury of anterior cruciate ligament,Non-Cancer,1
2013,11,01-11-2013,Lung Cancer (SCLC),Cancer,1
2013,11,01-11-2013,Normal pregnancy,Non-Cancer,9
2013,11,01-11-2013,Unknown,Unknown,144
2013,11,01-11-2013,Viral sinusitis (disorder),Non-Cancer,3
2013,12,01-12-2013,Acute bacterial sinusitis (disorder),Non-Cancer,2
2013,12,01-12-2013,Acute bronchitis (disorder),Non-Cancer,2
2013,12,01-12-2013,Acute viral pharyngitis (disorder),Non-Cancer,1
2013,12,01-12-2013,Alzheimer's disease (disorder),Non-Cancer,3
2013,12,01-12-2013,Asthma,Non-Cancer,3
2013,12,01-12-2013,Breast Cancer,Cancer,3
2013,12,01-12-2013,Drug overdose,Non-Cancer,1
2013,12,01-12-2013,Fetus with unknown complication,Non-Cancer,1
2013,12,01-12-2013,Fracture of ankle,Non-Cancer,1
2013,12,01-12-2013,Hyperlipidemia,Non-Cancer,14
2013,12,01-12-2013,Lung Cancer,Cancer,2
2013,12,01-12-2013,Lung Cancer (SCLC),Cancer,2
2013,12,01-12-2013,Normal pregnancy,Non-Cancer,8
2013,12,01-12-2013,Prostate Cancer,Cancer,1
2013,12,01-12-2013,Sinusitis (disorder),Non-Cancer,2
2013,12,01-12-2013,Unknown,Unknown,150
2013,12,01-12-2013,Viral sinusitis (disorder),Non-Cancer,1
2014,1,01-01-2014,Acute bronchitis (disorder),Non-Cancer,1
2014,1,01-01-2014,Acute viral pharyngitis (disorder),Non-Cancer,3
2014,1,01-01-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,1,01-01-2014,Breast Cancer,Cancer,6
2014,1,01-01-2014,Bullet wound,Non-Cancer,1
2014,1,01-01-2014,Chronic congestive heart failure (disorder),Non-Cancer,3
2014,1,01-01-2014,Closed fracture of hip,Non-Cancer,1
2014,1,01-01-2014,Concussion with loss of consciousness,Non-Cancer,1
2014,1,01-01-2014,Cystitis,Non-Cancer,1
2014,1,01-01-2014,Drug overdose,Non-Cancer,1
2014,1,01-01-2014,Fracture of forearm,Non-Cancer,2
2014,1,01-01-2014,Hyperlipidemia,Non-Cancer,7
2014,1,01-01-2014,Impacted molars,Non-Cancer,1
2014,1,01-01-2014,Lung Cancer (NSCLC),Cancer,3
2014,1,01-01-2014,Lung Cancer (SCLC),Cancer,1
2014,1,01-01-2014,Normal pregnancy,Non-Cancer,9
2014,1,01-01-2014,Polyp of colon,Non-Cancer,1
2014,1,01-01-2014,Sinusitis (disorder),Non-Cancer,1
2014,1,01-01-2014,Unknown,Unknown,161
2014,1,01-01-2014,Viral sinusitis (disorder),Non-Cancer,5
2014,2,01-02-2014,Acute Cholecystitis,Non-Cancer,1
2014,2,01-02-2014,Acute bronchitis (disorder),Non-Cancer,1
2014,2,01-02-2014,Alzheimer's disease (disorder),Non-Cancer,2
2014,2,01-02-2014,Anemia (disorder),Non-Cancer,1
2014,2,01-02-2014,Asthma,Non-Cancer,5
2014,2,01-02-2014,Breast Cancer,Cancer,2
2014,2,01-02-2014,Chronic congestive heart failure (disorder),Non-Cancer,18
2014,2,01-02-2014,Drug overdose,Non-Cancer,2
2014,2,01-02-2014,Fetus with unknown complication,Non-Cancer,1
2014,2,01-02-2014,Hyperlipidemia,Non-Cancer,9
2014,2,01-02-2014,Laparoscopic Removal of Gall Bladder,Non-Cancer,1
2014,2,01-02-2014,Lung Cancer (SCLC),Cancer,1
2014,2,01-02-2014,Normal pregnancy,Non-Cancer,13
2014,2,01-02-2014,Primary fibromyalgia syndrome,Non-Cancer,1
2014,2,01-02-2014,Streptococcal sore throat (disorder),Non-Cancer,1
2014,2,01-02-2014,Unknown,Unknown,1115
2014,2,01-02-2014,Viral sinusitis (disorder),Non-Cancer,5
2014,3,01-03-2014,Acute bronchitis (disorder),Non-Cancer,3
2014,3,01-03-2014,Acute viral pharyngitis (disorder),Non-Cancer,5
2014,3,01-03-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,3,01-03-2014,Asthma,Non-Cancer,1
2014,3,01-03-2014,Chronic congestive heart failure (disorder),Non-Cancer,13
2014,3,01-03-2014,Concussion with no loss of consciousness,Non-Cancer,1
2014,3,01-03-2014,Drug overdose,Non-Cancer,2
2014,3,01-03-2014,Hyperlipidemia,Non-Cancer,17
2014,3,01-03-2014,Impacted molars,Non-Cancer,1
2014,3,01-03-2014,Lung Cancer (SCLC),Cancer,1
2014,3,01-03-2014,Normal pregnancy,Non-Cancer,16
2014,3,01-03-2014,Opioid abuse (disorder),Non-Cancer,2
2014,3,01-03-2014,Otitis media,Non-Cancer,1
2014,3,01-03-2014,Prostate Cancer,Cancer,1
2014,3,01-03-2014,Sinusitis (disorder),Non-Cancer,1
2014,3,01-03-2014,Streptococcal sore throat (disorder),Non-Cancer,1
2014,3,01-03-2014,Unknown,Unknown,384
2014,3,01-03-2014,Viral sinusitis (disorder),Non-Cancer,5
2014,4,01-04-2014,Acute bronchitis (disorder),Non-Cancer,2
2014,4,01-04-2014,Acute viral pharyngitis (disorder),Non-Cancer,4
2014,4,01-04-2014,Alzheimer's disease (disorder),Non-Cancer,2
2014,4,01-04-2014,Blighted ovum,Non-Cancer,1
2014,4,01-04-2014,Breast Cancer,Cancer,1
2014,4,01-04-2014,Chronic congestive heart failure (disorder),Non-Cancer,2
2014,4,01-04-2014,Closed fracture of hip,Non-Cancer,1
2014,4,01-04-2014,Colon Cancer,Cancer,2
2014,4,01-04-2014,Drug overdose,Non-Cancer,2
2014,4,01-04-2014,Fracture of ankle,Non-Cancer,1
2014,4,01-04-2014,Fracture of forearm,Non-Cancer,1
2014,4,01-04-2014,Hyperlipidemia,Non-Cancer,12
2014,4,01-04-2014,Lung Cancer (SCLC),Cancer,2
2014,4,01-04-2014,Normal pregnancy,Non-Cancer,13
2014,4,01-04-2014,Opioid abuse (disorder),Non-Cancer,2
2014,4,01-04-2014,Prostate Cancer,Cancer,1
2014,4,01-04-2014,Rheumatoid arthritis,Non-Cancer,1
2014,4,01-04-2014,Second degree burn,Non-Cancer,1
2014,4,01-04-2014,Sinusitis (disorder),Non-Cancer,3
2014,4,01-04-2014,Unknown,Unknown,162
2014,4,01-04-2014,Viral sinusitis (disorder),Non-Cancer,4
2014,5,01-05-2014,Acute bronchitis (disorder),Non-Cancer,3
2014,5,01-05-2014,Acute viral pharyngitis (disorder),Non-Cancer,5
2014,5,01-05-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,5,01-05-2014,Asthma,Non-Cancer,2
2014,5,01-05-2014,Breast Cancer,Cancer,10
2014,5,01-05-2014,Chronic congestive heart failure (disorder),Non-Cancer,1
2014,5,01-05-2014,Colon Cancer,Cancer,1
2014,5,01-05-2014,Drug overdose,Non-Cancer,2
2014,5,01-05-2014,Escherichia coli urinary tract infection,Non-Cancer,1
2014,5,01-05-2014,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2014,5,01-05-2014,Fetus with unknown complication,Non-Cancer,1
2014,5,01-05-2014,Hyperlipidemia,Non-Cancer,9
2014,5,01-05-2014,Lung Cancer (SCLC),Cancer,1
2014,5,01-05-2014,Normal pregnancy,Non-Cancer,14
2014,5,01-05-2014,Opioid abuse (disorder),Non-Cancer,4
2014,5,01-05-2014,Sinusitis (disorder),Non-Cancer,6
2014,5,01-05-2014,Unknown,Unknown,180
2014,5,01-05-2014,Viral sinusitis (disorder),Non-Cancer,7
2014,6,01-06-2014,Acute bronchitis (disorder),Non-Cancer,4
2014,6,01-06-2014,Acute viral pharyngitis (disorder),Non-Cancer,5
2014,6,01-06-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,6,01-06-2014,Anemia (disorder),Non-Cancer,1
2014,6,01-06-2014,Asthma,Non-Cancer,3
2014,6,01-06-2014,Breast Cancer,Cancer,6
2014,6,01-06-2014,Colon Cancer,Cancer,1
2014,6,01-06-2014,Concussion with no loss of consciousness,Non-Cancer,1
2014,6,01-06-2014,Drug overdose,Non-Cancer,1
2014,6,01-06-2014,Escherichia coli urinary tract infection,Non-Cancer,1
2014,6,01-06-2014,First degree burn,Non-Cancer,1
2014,6,01-06-2014,Fracture of forearm,Non-Cancer,1
2014,6,01-06-2014,Hyperlipidemia,Non-Cancer,10
2014,6,01-06-2014,Injury of anterior cruciate ligament,Non-Cancer,1
2014,6,01-06-2014,Lung Cancer (SCLC),Cancer,1
2014,6,01-06-2014,Normal pregnancy,Non-Cancer,9
2014,6,01-06-2014,Opioid abuse (disorder),Non-Cancer,5
2014,6,01-06-2014,Prostate Cancer,Cancer,1
2014,6,01-06-2014,Sinusitis (disorder),Non-Cancer,1
2014,6,01-06-2014,Unknown,Unknown,164
2014,6,01-06-2014,Viral sinusitis (disorder),Non-Cancer,6
2014,7,01-07-2014,Acute bacterial sinusitis (disorder),Non-Cancer,1
2014,7,01-07-2014,Acute bronchitis (disorder),Non-Cancer,1
2014,7,01-07-2014,Acute viral pharyngitis (disorder),Non-Cancer,3
2014,7,01-07-2014,Alzheimer's disease (disorder),Non-Cancer,2
2014,7,01-07-2014,Anemia (disorder),Non-Cancer,4
2014,7,01-07-2014,Breast Cancer,Cancer,6
2014,7,01-07-2014,Colon Cancer,Cancer,1
2014,7,01-07-2014,Cystitis,Non-Cancer,1
2014,7,01-07-2014,Hyperlipidemia,Non-Cancer,12
2014,7,01-07-2014,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2014,7,01-07-2014,Lung Cancer (SCLC),Cancer,1
2014,7,01-07-2014,Normal pregnancy,Non-Cancer,12
2014,7,01-07-2014,Opioid abuse (disorder),Non-Cancer,3
2014,7,01-07-2014,Otitis media,Non-Cancer,1
2014,7,01-07-2014,Prostate Cancer,Cancer,1
2014,7,01-07-2014,Sinusitis (disorder),Non-Cancer,2
2014,7,01-07-2014,Unknown,Unknown,139
2014,7,01-07-2014,Viral sinusitis (disorder),Non-Cancer,6
2014,8,01-08-2014,Acute bacterial sinusitis (disorder),Non-Cancer,2
2014,8,01-08-2014,Acute bronchitis (disorder),Non-Cancer,5
2014,8,01-08-2014,Acute viral pharyngitis (disorder),Non-Cancer,5
2014,8,01-08-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,8,01-08-2014,Anemia (disorder),Non-Cancer,3
2014,8,01-08-2014,Breast Cancer,Cancer,4
2014,8,01-08-2014,Colon Cancer,Cancer,1
2014,8,01-08-2014,Fracture of forearm,Non-Cancer,1
2014,8,01-08-2014,Hyperlipidemia,Non-Cancer,14
2014,8,01-08-2014,Injury of anterior cruciate ligament,Non-Cancer,1
2014,8,01-08-2014,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2014,8,01-08-2014,Lung Cancer,Cancer,1
2014,8,01-08-2014,Lung Cancer (SCLC),Cancer,1
2014,8,01-08-2014,Normal pregnancy,Non-Cancer,13
2014,8,01-08-2014,Opioid abuse (disorder),Non-Cancer,4
2014,8,01-08-2014,Sinusitis (disorder),Non-Cancer,1
2014,8,01-08-2014,Streptococcal sore throat (disorder),Non-Cancer,1
2014,8,01-08-2014,Unknown,Unknown,149
2014,8,01-08-2014,Viral sinusitis (disorder),Non-Cancer,10
2014,9,01-09-2014,Acute bacterial sinusitis (disorder),Non-Cancer,1
2014,9,01-09-2014,Acute bronchitis (disorder),Non-Cancer,2
2014,9,01-09-2014,Acute viral pharyngitis (disorder),Non-Cancer,2
2014,9,01-09-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,9,01-09-2014,Asthma,Non-Cancer,2
2014,9,01-09-2014,Breast Cancer,Cancer,8
2014,9,01-09-2014,Bullet wound,Non-Cancer,1
2014,9,01-09-2014,Chronic congestive heart failure (disorder),Non-Cancer,13
2014,9,01-09-2014,Colon Cancer,Cancer,3
2014,9,01-09-2014,Drug overdose,Non-Cancer,2
2014,9,01-09-2014,Fetus with unknown complication,Non-Cancer,1
2014,9,01-09-2014,Hyperlipidemia,Non-Cancer,13
2014,9,01-09-2014,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2014,9,01-09-2014,Lung Cancer,Cancer,1
2014,9,01-09-2014,Lung Cancer (NSCLC),Cancer,2
2014,9,01-09-2014,Normal pregnancy,Non-Cancer,15
2014,9,01-09-2014,Opioid abuse (disorder),Non-Cancer,2
2014,9,01-09-2014,Rheumatoid arthritis,Non-Cancer,1
2014,9,01-09-2014,Sinusitis (disorder),Non-Cancer,1
2014,9,01-09-2014,Unknown,Unknown,147
2014,9,01-09-2014,Viral sinusitis (disorder),Non-Cancer,6
2014,10,01-10-2014,Acute bacterial sinusitis (disorder),Non-Cancer,1
2014,10,01-10-2014,Acute bronchitis (disorder),Non-Cancer,3
2014,10,01-10-2014,Acute viral pharyngitis (disorder),Non-Cancer,1
2014,10,01-10-2014,Alzheimer's disease (disorder),Non-Cancer,4
2014,10,01-10-2014,Asthma,Non-Cancer,1
2014,10,01-10-2014,Breast Cancer,Cancer,15
2014,10,01-10-2014,Chronic congestive heart failure (disorder),Non-Cancer,30
2014,10,01-10-2014,Colon Cancer,Cancer,2
2014,10,01-10-2014,Concussion with no loss of consciousness,Non-Cancer,2
2014,10,01-10-2014,Drug overdose,Non-Cancer,1
2014,10,01-10-2014,Hyperlipidemia,Non-Cancer,8
2014,10,01-10-2014,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2014,10,01-10-2014,Normal pregnancy,Non-Cancer,17
2014,10,01-10-2014,Opioid abuse (disorder),Non-Cancer,1
2014,10,01-10-2014,Sinusitis (disorder),Non-Cancer,2
2014,10,01-10-2014,Streptococcal sore throat (disorder),Non-Cancer,1
2014,10,01-10-2014,Unknown,Unknown,137
2014,10,01-10-2014,Viral sinusitis (disorder),Non-Cancer,5
2014,11,01-11-2014,Acute bacterial sinusitis (disorder),Non-Cancer,1
2014,11,01-11-2014,Acute bronchitis (disorder),Non-Cancer,1
2014,11,01-11-2014,Acute viral pharyngitis (disorder),Non-Cancer,6
2014,11,01-11-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,11,01-11-2014,Breast Cancer,Cancer,16
2014,11,01-11-2014,Chronic congestive heart failure (disorder),Non-Cancer,31
2014,11,01-11-2014,Colon Cancer,Cancer,1
2014,11,01-11-2014,Fracture subluxation of wrist,Non-Cancer,1
2014,11,01-11-2014,Hyperlipidemia,Non-Cancer,20
2014,11,01-11-2014,Normal pregnancy,Non-Cancer,19
2014,11,01-11-2014,Opioid abuse (disorder),Non-Cancer,2
2014,11,01-11-2014,Sinusitis (disorder),Non-Cancer,1
2014,11,01-11-2014,Streptococcal sore throat (disorder),Non-Cancer,1
2014,11,01-11-2014,Unknown,Unknown,135
2014,11,01-11-2014,Viral sinusitis (disorder),Non-Cancer,5
2014,12,01-12-2014,Acute bronchitis (disorder),Non-Cancer,3
2014,12,01-12-2014,Acute viral pharyngitis (disorder),Non-Cancer,6
2014,12,01-12-2014,Alzheimer's disease (disorder),Non-Cancer,1
2014,12,01-12-2014,Asthma,Non-Cancer,3
2014,12,01-12-2014,Breast Cancer,Cancer,3
2014,12,01-12-2014,Chronic congestive heart failure (disorder),Non-Cancer,19
2014,12,01-12-2014,Colon Cancer,Cancer,1
2014,12,01-12-2014,Drug overdose,Non-Cancer,1
2014,12,01-12-2014,Escherichia coli urinary tract infection,Non-Cancer,1
2014,12,01-12-2014,First degree burn,Non-Cancer,1
2014,12,01-12-2014,Fracture of forearm,Non-Cancer,1
2014,12,01-12-2014,Hyperlipidemia,Non-Cancer,14
2014,12,01-12-2014,Lung Cancer,Cancer,2
2014,12,01-12-2014,Lung Cancer (NSCLC),Cancer,2
2014,12,01-12-2014,Normal pregnancy,Non-Cancer,17
2014,12,01-12-2014,Opioid abuse (disorder),Non-Cancer,1
2014,12,01-12-2014,Rheumatoid arthritis,Non-Cancer,1
2014,12,01-12-2014,Sinusitis (disorder),Non-Cancer,2
2014,12,01-12-2014,Unknown,Unknown,147
2014,12,01-12-2014,Viral sinusitis (disorder),Non-Cancer,8
2015,1,01-01-2015,Acute bronchitis (disorder),Non-Cancer,2
2015,1,01-01-2015,Acute viral pharyngitis (disorder),Non-Cancer,2
2015,1,01-01-2015,Alzheimer's disease (disorder),Non-Cancer,3
2015,1,01-01-2015,Anemia (disorder),Non-Cancer,2
2015,1,01-01-2015,Breast Cancer,Cancer,8
2015,1,01-01-2015,Chronic congestive heart failure (disorder),Non-Cancer,16
2015,1,01-01-2015,Colon Cancer,Cancer,1
2015,1,01-01-2015,Drug overdose,Non-Cancer,2
2015,1,01-01-2015,Hyperlipidemia,Non-Cancer,7
2015,1,01-01-2015,Normal pregnancy,Non-Cancer,12
2015,1,01-01-2015,Opioid abuse (disorder),Non-Cancer,1
2015,1,01-01-2015,Osteoarthritis of hip,Non-Cancer,1
2015,1,01-01-2015,Primary fibromyalgia syndrome,Non-Cancer,1
2015,1,01-01-2015,Sinusitis (disorder),Non-Cancer,2
2015,1,01-01-2015,Streptococcal sore throat (disorder),Non-Cancer,2
2015,1,01-01-2015,Unknown,Unknown,137
2015,1,01-01-2015,Viral sinusitis (disorder),Non-Cancer,11
2015,2,01-02-2015,Acute bacterial sinusitis (disorder),Non-Cancer,1
2015,2,01-02-2015,Acute bronchitis (disorder),Non-Cancer,3
2015,2,01-02-2015,Acute viral pharyngitis (disorder),Non-Cancer,7
2015,2,01-02-2015,Asthma,Non-Cancer,1
2015,2,01-02-2015,Breast Cancer,Cancer,1
2015,2,01-02-2015,Chronic congestive heart failure (disorder),Non-Cancer,16
2015,2,01-02-2015,Colon Cancer,Cancer,2
2015,2,01-02-2015,Familial Alzheimer's disease of early onset (disorder),Non-Cancer,1
2015,2,01-02-2015,Hyperlipidemia,Non-Cancer,9
2015,2,01-02-2015,Normal pregnancy,Non-Cancer,15
2015,2,01-02-2015,Opioid abuse (disorder),Non-Cancer,1
2015,2,01-02-2015,Osteoarthritis of knee,Non-Cancer,1
2015,2,01-02-2015,Streptococcal sore throat (disorder),Non-Cancer,1
2015,2,01-02-2015,Unknown,Unknown,139
2015,2,01-02-2015,Viral sinusitis (disorder),Non-Cancer,2
2015,3,01-03-2015,Acute bronchitis (disorder),Non-Cancer,3
2015,3,01-03-2015,Acute viral pharyngitis (disorder),Non-Cancer,4
2015,3,01-03-2015,Anemia (disorder),Non-Cancer,1
2015,3,01-03-2015,Asthma,Non-Cancer,1
2015,3,01-03-2015,Breast Cancer,Cancer,1
2015,3,01-03-2015,Chronic congestive heart failure (disorder),Non-Cancer,22
2015,3,01-03-2015,Colon Cancer,Cancer,1
2015,3,01-03-2015,Concussion with no loss of consciousness,Non-Cancer,1
2015,3,01-03-2015,Fetus with unknown complication,Non-Cancer,1
2015,3,01-03-2015,Hyperlipidemia,Non-Cancer,17
2015,3,01-03-2015,Injury of medial collateral ligament of knee,Non-Cancer,1
2015,3,01-03-2015,Normal pregnancy,Non-Cancer,17
2015,3,01-03-2015,Second degree burn,Non-Cancer,1
2015,3,01-03-2015,Unknown,Unknown,145
2015,3,01-03-2015,Viral sinusitis (disorder),Non-Cancer,3
2015,4,01-04-2015,Acute viral pharyngitis (disorder),Non-Cancer,3
2015,4,01-04-2015,Alzheimer's disease (disorder),Non-Cancer,1
2015,4,01-04-2015,Breast Cancer,Cancer,9
2015,4,01-04-2015,Chronic congestive heart failure (disorder),Non-Cancer,5
2015,4,01-04-2015,Drug overdose,Non-Cancer,1
2015,4,01-04-2015,Hyperlipidemia,Non-Cancer,12
2015,4,01-04-2015,Normal pregnancy,Non-Cancer,18
2015,4,01-04-2015,Rupture of patellar tendon,Non-Cancer,1
2015,4,01-04-2015,Streptococcal sore throat (disorder),Non-Cancer,1
2015,4,01-04-2015,Unknown,Unknown,141
2015,4,01-04-2015,Viral sinusitis (disorder),Non-Cancer,7
2015,5,01-05-2015,Acute bacterial sinusitis (disorder),Non-Cancer,1
2015,5,01-05-2015,Acute bronchitis (disorder),Non-Cancer,4
2015,5,01-05-2015,Acute viral pharyngitis (disorder),Non-Cancer,7
2015,5,01-05-2015,Alzheimer's disease (disorder),Non-Cancer,2
2015,5,01-05-2015,Breast Cancer,Cancer,4
2015,5,01-05-2015,Chronic congestive heart failure (disorder),Non-Cancer,1
2015,5,01-05-2015,Colon Cancer,Cancer,1
2015,5,01-05-2015,Drug overdose,Non-Cancer,1
2015,5,01-05-2015,Fracture of clavicle,Non-Cancer,1
2015,5,01-05-2015,Fracture of forearm,Non-Cancer,2
2015,5,01-05-2015,Fracture subluxation of wrist,Non-Cancer,1
2015,5,01-05-2015,Hyperlipidemia,Non-Cancer,9
2015,5,01-05-2015,Myocardial Infarction,Non-Cancer,1
2015,5,01-05-2015,Normal pregnancy,Non-Cancer,17
2015,5,01-05-2015,Streptococcal sore throat (disorder),Non-Cancer,1
2015,5,01-05-2015,Unknown,Unknown,146
2015,5,01-05-2015,Viral sinusitis (disorder),Non-Cancer,6
2015,6,01-06-2015,Acute bronchitis (disorder),Non-Cancer,4
2015,6,01-06-2015,Acute viral pharyngitis (disorder),Non-Cancer,2
2015,6,01-06-2015,Alzheimer's disease (disorder),Non-Cancer,1
2015,6,01-06-2015,Asthma,Non-Cancer,1
2015,6,01-06-2015,Breast Cancer,Cancer,1
2015,6,01-06-2015,Drug overdose,Non-Cancer,2
2015,6,01-06-2015,Fetus with unknown complication,Non-Cancer,1
2015,6,01-06-2015,Fracture subluxation of wrist,Non-Cancer,1
2015,6,01-06-2015,Hyperlipidemia,Non-Cancer,13
2015,6,01-06-2015,Normal pregnancy,Non-Cancer,14
2015,6,01-06-2015,Sinusitis (disorder),Non-Cancer,1
2015,6,01-06-2015,Unknown,Unknown,141
2015,6,01-06-2015,Viral sinusitis (disorder),Non-Cancer,3
2015,7,01-07-2015,Acute bronchitis (disorder),Non-Cancer,6
2015,7,01-07-2015,Acute viral pharyngitis (disorder),Non-Cancer,4
2015,7,01-07-2015,Alzheimer's disease (disorder),Non-Cancer,2
2015,7,01-07-2015,Breast Cancer,Cancer,6
2015,7,01-07-2015,Concussion with no loss of consciousness,Non-Cancer,1
2015,7,01-07-2015,Fracture of forearm,Non-Cancer,1
